PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
529,1,2,1,40.0,1,1,39.0,0,0,1
530,0,1,0,31.0,1,0,52.0,0,0,1
531,0,2,0,70.0,0,0,10.5,0,0,1
532,1,2,0,31.0,0,0,13.0,0,0,1
533,0,3,0,18.0,0,0,7.775,0,0,1
534,0,3,0,24.5,0,0,8.05,0,0,1
535,1,3,1,18.0,0,0,9.8417,0,0,1
536,0,3,1,43.0,1,6,46.9,0,0,1
537,1,1,0,36.0,0,1,512.3292,1,0,0
538,1,1,0,27.0,0,0,76.7292,1,0,0
539,0,3,0,20.0,0,0,9.225,0,0,1
540,0,3,0,14.0,5,2,46.9,0,0,1
541,0,2,0,60.0,1,1,39.0,0,0,1
542,0,2,0,25.0,1,2,41.5792,1,0,0
543,0,3,0,14.0,4,1,39.6875,0,0,1
544,0,3,0,19.0,0,0,10.1708,0,0,1
545,0,3,0,18.0,0,0,7.7958,0,0,1
546,1,1,1,15.0,0,1,211.3375,0,0,1
547,1,1,0,31.0,1,0,57.0,0,0,1
548,1,3,1,4.0,0,1,13.4167,1,0,0
549,0,3,0,25.0,0,0,7.225,1,0,0
550,0,1,0,60.0,0,0,26.55,0,0,1
551,0,2,0,52.0,0,0,13.5,0,0,1
552,0,3,0,44.0,0,0,8.05,0,0,1
553,0,1,0,49.0,1,1,110.8833,1,0,0
554,0,3,0,42.0,0,0,7.65,0,0,1
555,1,1,1,18.0,1,0,227.525,1,0,0
556,1,1,0,35.0,0,0,26.2875,0,0,1
557,0,3,1,18.0,0,1,14.4542,1,0,0
558,0,3,0,25.0,0,0,7.7417,0,1,0
559,0,3,0,26.0,1,0,7.8542,0,0,1
560,0,2,0,39.0,0,0,26.0,0,0,1
561,1,2,1,45.0,0,0,13.5,0,0,1
562,1,1,0,42.0,0,0,26.2875,0,0,1
563,1,1,1,22.0,0,0,151.55,0,0,1
564,1,1,1,24.0,0,0,49.5042,1,0,0
565,1,1,0,48.0,1,0,52.0,0,0,1
566,0,3,0,29.0,0,0,9.4833,0,0,1
567,0,2,0,52.0,0,0,13.0,0,0,1
568,0,3,0,19.0,0,0,7.65,0,0,1
569,1,1,1,38.0,0,0,227.525,1,0,0
570,1,2,1,27.0,0,0,10.5,0,0,1
571,0,3,0,33.0,0,0,7.775,0,0,1
572,1,2,1,6.0,0,1,33.0,0,0,1
573,0,3,0,17.0,1,0,7.0542,0,0,1
574,0,2,0,34.0,0,0,13.0,0,0,1
575,0,2,0,50.0,0,0,13.0,0,0,1
576,1,1,0,27.0,1,0,53.1,0,0,1
577,0,3,0,20.0,0,0,8.6625,0,0,1
578,1,2,1,30.0,3,0,21.0,0,0,1
579,0,2,0,25.0,1,0,26.0,0,0,1
580,0,3,1,25.0,1,0,7.925,0,0,1
581,1,1,1,29.0,0,0,211.3375,0,0,1
582,0,3,0,11.0,0,0,18.7875,1,0,0
583,0,2,0,23.0,0,0,13.0,0,0,1
584,0,2,0,23.0,0,0,13.0,0,0,1
585,0,3,0,28.5,0,0,16.1,0,0,1
586,0,3,1,48.0,1,3,34.375,0,0,1
587,1,1,0,35.0,0,0,512.3292,1,0,0
588,0,1,0,36.0,1,0,78.85,0,0,1
589,1,1,1,21.0,2,2,262.375,1,0,0
590,0,3,0,24.0,1,0,16.1,0,0,1
591,1,3,0,31.0,0,0,7.925,0,0,1
592,0,1,0,70.0,1,1,71.0,0,0,1
593,0,3,0,16.0,1,1,20.25,0,0,1
594,1,2,1,30.0,0,0,13.0,0,0,1
595,0,1,0,19.0,1,0,53.1,0,0,1
596,0,3,0,31.0,0,0,7.75,0,1,0
597,1,2,1,4.0,1,1,23.0,0,0,1
598,1,3,0,6.0,0,1,12.475,0,0,1
599,0,3,0,33.0,0,0,9.5,0,0,1
600,0,3,0,23.0,0,0,7.8958,0,0,1
601,1,2,1,48.0,1,2,65.0,0,0,1
602,1,2,0,0.67,1,1,14.5,0,0,1
603,0,3,0,28.0,0,0,7.7958,0,0,1
604,0,2,0,18.0,0,0,11.5,0,0,1
605,0,3,0,34.0,0,0,8.05,0,0,1
606,1,1,1,33.0,0,0,86.5,0,0,1
607,0,3,0,41.0,0,0,7.125,0,0,1
608,1,3,0,20.0,0,0,7.2292,1,0,0
609,1,1,1,36.0,1,2,120.0,0,0,1
610,0,3,0,16.0,0,0,7.775,0,0,1
611,1,1,1,51.0,1,0,77.9583,0,0,1
612,0,3,1,30.5,0,0,7.75,0,1,0
613,0,3,0,32.0,0,0,8.3625,0,0,1
614,0,3,0,24.0,0,0,9.5,0,0,1
615,0,3,0,48.0,0,0,7.8542,0,0,1
616,0,2,1,57.0,0,0,10.5,0,0,1
617,1,2,1,54.0,1,3,23.0,0,0,1
618,0,3,0,18.0,0,0,7.75,0,0,1
619,1,3,1,5.0,0,0,12.475,0,0,1
620,1,1,1,43.0,0,1,211.3375,0,0,1
621,1,3,1,13.0,0,0,7.2292,1,0,0
622,1,1,1,17.0,1,0,57.0,0,0,1
623,0,1,0,29.0,0,0,30.0,0,0,1
624,0,3,0,25.0,0,0,7.05,0,0,1
625,0,3,0,25.0,0,0,7.25,0,0,1
626,1,3,1,18.0,0,0,7.4958,0,0,1
627,0,3,0,8.0,4,1,29.125,0,1,0
628,1,3,0,1.0,1,2,20.575,0,0,1
629,0,1,0,46.0,0,0,79.2,1,0,0
630,0,2,0,16.0,0,0,26.0,0,0,1
631,0,3,0,25.0,0,0,7.8958,0,0,1
632,0,2,0,39.0,0,0,13.0,0,0,1
633,1,1,1,49.0,0,0,25.9292,0,0,1
634,1,3,1,31.0,0,0,8.6833,0,0,1
635,0,3,0,30.0,0,0,7.2292,1,0,0
636,0,3,1,30.0,1,1,24.15,0,0,1
637,0,2,0,34.0,0,0,13.0,0,0,1
638,1,2,1,31.0,1,1,26.25,0,0,1
639,1,1,0,11.0,1,2,120.0,0,0,1
640,1,3,0,0.42,0,1,8.5167,1,0,0
641,1,3,0,27.0,0,0,6.975,0,0,1
642,0,3,0,31.0,0,0,7.775,0,0,1
643,0,1,0,39.0,0,0,0.0,0,0,1
644,0,3,1,18.0,0,0,7.775,0,0,1
645,0,2,0,39.0,0,0,13.0,0,0,1
646,1,1,1,33.0,1,0,53.1,0,0,1
647,0,3,0,26.0,0,0,7.8875,0,0,1
648,0,3,0,39.0,0,0,24.15,0,0,1
649,0,2,0,35.0,0,0,10.5,0,0,1
650,0,3,1,6.0,4,2,31.275,0,0,1
651,0,3,0,30.5,0,0,8.05,0,0,1
652,0,3,1,23.0,0,0,7.925,0,0,1
653,0,2,0,31.0,1,1,37.0042,1,0,0
654,0,3,0,43.0,0,0,6.45,0,0,1
655,0,3,0,10.0,3,2,27.9,0,0,1
656,1,1,1,52.0,1,1,93.5,0,0,1
657,1,3,0,27.0,0,0,8.6625,0,0,1
658,0,1,0,38.0,0,0,0.0,0,0,1
659,1,3,1,27.0,0,1,12.475,0,0,1
660,0,3,0,2.0,4,1,39.6875,0,0,1
661,1,2,0,1.0,0,2,37.0042,1,0,0
662,1,3,1,15.0,1,0,14.4542,1,0,0
663,1,2,0,0.83,1,1,18.75,0,0,1
664,0,3,0,23.0,0,0,7.8542,0,0,1
665,0,3,0,18.0,0,0,8.3,0,0,1
666,1,1,1,39.0,1,1,83.1583,1,0,0
667,0,3,0,21.0,0,0,8.6625,0,0,1
668,1,3,0,32.0,0,0,56.4958,0,0,1
669,0,3,0,20.0,0,0,7.925,0,0,1
670,0,2,0,16.0,0,0,10.5,0,0,1
671,1,1,1,30.0,0,0,31.0,1,0,0
672,0,3,0,34.5,0,0,6.4375,1,0,0
673,0,3,0,17.0,0,0,8.6625,0,0,1
674,0,3,0,42.0,0,0,7.55,0,0,1
675,0,3,0,35.0,0,0,7.8958,1,0,0
676,0,2,0,28.0,0,1,33.0,0,0,1
677,0,3,0,4.0,4,2,31.275,0,0,1
678,0,3,0,74.0,0,0,7.775,0,0,1
679,0,3,1,9.0,1,1,15.2458,1,0,0
680,1,1,1,16.0,0,1,39.4,0,0,1
681,0,2,1,44.0,1,0,26.0,0,0,1
682,1,3,1,18.0,0,1,9.35,0,0,1
683,1,1,1,45.0,1,1,164.8667,0,0,1
684,1,1,0,51.0,0,0,26.55,0,0,1
685,1,3,1,24.0,0,3,19.2583,1,0,0
686,0,3,0,41.0,2,0,14.1083,0,0,1
687,0,2,0,21.0,1,0,11.5,0,0,1
688,1,1,1,48.0,0,0,25.9292,0,0,1
689,0,2,0,24.0,0,0,13.0,0,0,1
690,1,2,1,42.0,0,0,13.0,0,0,1
691,1,2,1,27.0,1,0,13.8583,1,0,0
692,0,1,0,31.0,0,0,50.4958,0,0,1
693,1,3,0,4.0,1,1,11.1333,0,0,1
694,0,3,0,26.0,0,0,7.8958,0,0,1
695,1,1,1,47.0,1,1,52.5542,0,0,1
696,0,1,0,33.0,0,0,5.0,0,0,1
697,0,3,0,47.0,0,0,9.0,0,0,1
698,1,2,1,28.0,1,0,24.0,1,0,0
699,1,3,1,15.0,0,0,7.225,1,0,0
700,0,3,0,20.0,0,0,9.8458,0,0,1
701,0,3,0,19.0,0,0,7.8958,0,0,1
702,1,1,1,56.0,0,1,83.1583,1,0,0
703,1,2,1,25.0,0,1,26.0,0,0,1
704,0,3,0,33.0,0,0,7.8958,0,0,1
705,0,3,1,22.0,0,0,10.5167,0,0,1
706,0,2,0,28.0,0,0,10.5,0,0,1
707,0,3,0,25.0,0,0,7.05,0,0,1
708,0,3,1,39.0,0,5,29.125,0,1,0
709,0,2,0,27.0,0,0,13.0,0,0,1
710,1,1,1,19.0,0,0,30.0,0,0,1
711,1,1,0,26.0,0,0,30.0,1,0,0
712,0,3,0,32.0,0,0,7.75,0,1,0
